id;Word;Frequency;Reading;English;Heisig_numbers;Heisig_chapter;kana_tier;kind
13143;勃発;2.68;ぼっぱつ;outbreak;[930, 1840];44;;vocab
13144;創り出す;2.68;つくりだす;Create;[1759, 829];42;;vocab
13145;拓;2.68;たく;Taku;[703];23;;vocab
13146;緩い;2.68;ゆるい;loose;[2102];53;;vocab
13147;至;2.68;いたり;To;[815];23;;vocab
13148;連敗;2.67;れんぱい;consecutive defeats;[305, 353];15;;vocab
13149;急落;2.67;きゅうらく;sudden fall;[1229, 320];31;;vocab
13150;催し;2.67;もよおし;Event;[1062];27;;vocab
13151;予見;2.67;よけん;foresight;[1719, 61];41;;vocab
13152;偏;2.67;へん;side;[1964];48;;vocab
13153;葬る;2.67;ほうむる;bury;[879];25;;vocab
13154;プライス;2.67;プライス;Price;[];0;5;loanword
13155;浴;2.67;よく;bath;[852];24;;vocab
13156;ナース;2.67;ナース;nurse;[];0;5;loanword
13157;栓;2.67;せん;plug;[282];12;;vocab
13158;柔らか;2.67;やわらか;soft;[1312];33;;vocab
13159;晶;2.67;あきら;Akira;[22];2;;vocab
13160;道中;2.67;どうちゅう;along the way;[295, 39];13;;vocab
13161;支度;2.67;したく;preparation;[768, 1278];32;;vocab
13162;乳幼児;2.67;にゅうようじ;infants and young children;[786, 1478, 62];36;;vocab
13163;茎;2.67;くき;stem;[772];23;;vocab
13164;冬季;2.67;とうき;winter;[456, 978];26;;vocab
13165;世俗;2.67;せぞく;common customs;[28, 1042];27;;vocab
13166;完備;2.67;かんび;fully equipped;[199, 1267];32;;vocab
13167;帰路;2.67;きろ;one's way back;[1316, 1376];34;;vocab
13168;営み;2.67;いとなみ;Activities;[1111];28;;vocab
13169;村井;2.67;むらい;Murai;[221, 1946];48;;vocab
13170;仮設;2.67;かせつ;temporary;[1039, 765];27;;vocab
13171;往々;2.67;おうおう;often;[945];25;;vocab
13172;母校;2.67;ぼこう;alma mater;[105, 1371];34;;vocab
13173;工具;2.67;こうぐ;tool;[80, 78];5;;vocab
13174;ろくに;2.67;ろくに;barely;[];0;5;vocab
13175;俊輔;2.67;しゅんすけ;Shunsuke;[1089, 9999];99;;vocab
13176;ニンニク;2.66;ニンニク;garlic;[];0;5;loanword
13177;悔やむ;2.66;くやむ;regret;[672];22;;vocab
13178;ならぶ;2.66;ならぶ;line up;[];0;5;vocab
13179;カルテ;2.66;カルテ;medical records;[];0;5;loanword
13180;マリン;2.66;マリン;Marine;[];0;5;loanword
13181;生誕;2.66;せいたん;birth;[1675, 420];40;;vocab
13182;働きかけ;2.66;はたらきかけ;Initiatives;[1809];43;;vocab
13183;ブラシ;2.66;ブラシ;Brush;[];0;5;loanword
13184;苛立つ;2.66;いらだつ;Irritated;[240, 462];18;;vocab
13185;帆;2.66;ほ;sail;[434];18;;vocab
13186;アリア;2.66;アリア;Aria;[];0;5;loanword
13187;告訴;2.66;こくそ;accusation;[262, 1221];31;;vocab
13188;遥かに;2.66;はるかに;Far away;[9999];99;;vocab
13189;使い道;2.66;つかいみち;use;[1065, 295];27;;vocab
13190;護;2.66;まもる;protection;[756];23;;vocab
13191;サウジアラビア;2.66;サウジアラビア;Saudi Arabia;[];0;5;loanword
13192;早川;2.66;はやかわ;Hayakawa;[26, 134];8;;vocab
13193;振る舞う;2.66;ふるまう;behave;[2167, 1912];55;;vocab
13194;わい;2.66;わい;Wai;[];0;5;vocab
13195;シロ;2.66;シロ;Shiro;[];0;5;loanword
13196;フェミニズム;2.66;フェミニズム;feminism;[];0;5;loanword
13197;守り;2.66;もり;Defense;[198];9;;vocab
13198;緩む;2.66;ゆるむ;loosen;[2102];53;;vocab
13199;激動;2.66;げきどう;terrible shock;[536, 1806];43;;vocab
13200;レッズ;2.66;レッズ;Reds;[];0;5;loanword
13201;やらす;2.66;やらす;Let them do it;[];0;5;vocab
13202;沙;2.66;いさご;Sha;[151];8;;vocab
13203;フレンドリー;2.66;フレンドリー;Friendly;[];0;5;loanword
13204;病状;2.66;びょうじょう;patient's condition;[1813, 254];44;;vocab
13205;アルプス;2.66;アルプス;The Alps;[];0;5;loanword
13206;粘る;2.66;ねばる;Persist;[989];26;;vocab
13207;なじみ;2.66;なじみ;Familiarity;[];0;5;vocab
13208;宇都宮;2.66;うつのみや;Utsunomiya;[1785, 1989, 1110];49;;vocab
13209;プーケット;2.66;プーケット;Phuket;[];0;5;loanword
13210;諭;2.66;さとし;Advice;[376];15;;vocab
13211;ありえる;2.66;ありえる;Possible;[];0;5;vocab
13212;バタ;2.66;バタ;Butter;[];0;5;loanword
13213;ところどころ;2.66;ところどころ;In places;[];0;5;vocab
13214;やっかい;2.66;やっかい;troublesome;[];0;5;vocab
13215;道理;2.66;どうり;reason;[295, 283];13;;vocab
13216;喜ばしい;2.66;よろこばしい;Delighted;[1553];38;;vocab
13217;出逢う;2.66;であう;meet;[829, 9999];99;;vocab
13218;土俵;2.66;どひょう;arena, esp. in sumo;[161, 1667];40;;vocab
13219;謙;2.66;けん;Ken;[1726];41;;vocab
13220;杜;2.66;もり;Mori;[9999];99;;vocab
13221;滑稽;2.66;こっけい;funny;[1384, 983];34;;vocab
13222;ニュートン;2.66;ニュートン;Newton;[];0;5;loanword
13223;敬語;2.66;けいご;honorific;[356, 371];15;;vocab
13224;沈没;2.65;ちんぼつ;sinking;[2033, 763];51;;vocab
13225;絞り込む;2.65;しぼりこむ;Narrow your search;[1448, 843];36;;vocab
13226;演算;2.65;えんざん;operation;[2163, 1017];55;;vocab
13227;見所;2.65;みどころ;point worthy of note;[61, 1208];31;;vocab
13228;秀逸;2.65;しゅういつ;excellence;[980, 2127];53;;vocab
13229;シンクロ;2.65;シンクロ;Synchro;[];0;5;loanword
13230;ユナイテッド;2.65;ユナイテッド;United;[];0;5;loanword
13231;旧約;2.65;きゅうやく;old promise;[35, 1462];36;;vocab
13232;シカ;2.65;シカ;deer;[];0;5;loanword
13233;石毛;2.65;いしげ;Ishige;[118, 2062];52;;vocab
13234;薄暗い;2.65;うすぐらい;dim;[242, 519];19;;vocab
13235;概観;2.65;がいかん;general view;[1594, 614];38;;vocab
13236;蒸留;2.65;じょうりゅう;distillation;[2049, 1527];51;;vocab
13237;ラッセル;2.65;ラッセル;Russell;[];0;5;loanword
13238;ブルガリア;2.65;ブルガリア;Bulgaria;[];0;5;loanword
13239;起立;2.65;きりつ;standing up;[565, 462];21;;vocab
13240;買い求める;2.65;かいもとめる;Buy;[894, 1004];26;;vocab
13241;伺える;2.65;うかがえる;I can see;[2008];50;;vocab
13242;無念;2.65;むねん;chagrin;[1913, 1715];46;;vocab
13243;汽車;2.65;きしゃ;train;[2031, 304];51;;vocab
13244;末尾;2.65;まつび;end;[231, 2064];52;;vocab
13245;牙;2.65;きば;fang;[2053];52;;vocab
13246;平井;2.65;ひらい;Hirai;[1596, 1946];48;;vocab
13247;子犬;2.65;こいぬ;puppy;[99, 253];11;;vocab
13248;家康;2.65;いえやす;Ieyasu;[580, 1243];31;;vocab
13249;多田;2.64;ただ;Tada;[113, 14];7;;vocab
13250;見識;2.64;けんしき;views;[61, 521];19;;vocab
13251;おもし;2.64;おもし;Interesting;[];0;5;vocab
13252;馳せる;2.64;はせる;Run;[9999];99;;vocab
13253;新郎;2.64;しんろう;bridegroom;[1619, 1995];49;;vocab
13254;目印;2.64;めじるし;mark;[15, 1530];37;;vocab
13255;キッド;2.64;キッド;Kid;[];0;5;loanword
13256;絶版;2.64;ぜっぱん;out of print;[1891, 1298];45;;vocab
13257;くちる;2.64;くちる;Kuchiru;[];0;5;vocab
13258;一段;2.64;いちだん;more;[1, 2003];50;;vocab
13259;旧来;2.64;きゅうらい;traditional;[35, 2029];51;;vocab
13260;海辺;2.64;うみべ;beach;[500, 302];18;;vocab
13261;えん;2.64;えん;bond;[];0;5;vocab
13262;着替え;2.64;きがえ;Change of clothes;[594, 905];25;;vocab
13263;有望;2.64;ゆうぼう;good prospects;[83, 528];19;;vocab
13264;評す;2.64;ひょうす;evaluate;[1599];39;;vocab
13265;部局;2.64;ぶきょく;department;[1988, 1147];49;;vocab
13266;アダプタ;2.64;アダプタ;adapter;[];0;5;loanword
13267;まずまず;2.64;まずまず;Fairly good;[];0;5;vocab
13268;槍;2.64;やり;spear;[9999];99;;vocab
13269;偽る;2.64;いつわる;Lie;[2068];52;;vocab
13270;追随;2.64;ついずい;follow;[1359, 1395];35;;vocab
13271;下請け;2.64;したうけ;subcontractor;[51, 1656];40;;vocab
13272;なんで;2.64;なんで;why;[];0;5;vocab
13273;運勢;2.64;うんせい;fortune;[325, 1633];39;;vocab
13274;郵貯;2.64;ゆうちょ;savings;[1990, 206];49;;vocab
13275;私鉄;2.64;してつ;private railway;[968, 909];26;;vocab
13276;相棒;2.64;あいぼう;partner;[222, 1697];40;;vocab
13277;囲碁;2.64;いご;go;[1948, 1903];48;;vocab
13278;番地;2.64;ばんち;house number;[2058, 554];52;;vocab
13279;在来;2.64;ざいらい;pre-existing;[740, 2029];51;;vocab
13280;男児;2.64;だんじ;boy;[923, 62];25;;vocab
13281;歌える;2.64;うたえる;Can sing;[508];18;;vocab
13282;妃;2.64;きさき;princess;[566];21;;vocab
13283;飢える;2.64;うえる;starve;[1585];38;;vocab
13284;平然と;2.64;へいぜんと;Calmly;[1596, 256];39;;vocab
13285;ゴマ;2.63;ゴマ;sesame;[];0;5;loanword
13286;祭典;2.63;さいてん;festival;[1183, 1969];48;;vocab
13287;さきほど;2.63;さきほど;a while ago;[];0;5;vocab
13288;離島;2.63;りとう;isolated island;[1605, 2098];53;;vocab
13289;概略;2.63;がいりゃく;outline;[1594, 314];38;;vocab
13290;デブ;2.63;デブ;fat;[];0;5;loanword
13291;かんがみる;2.63;かんがみる;Think;[];0;5;vocab
13292;発病;2.63;はつびょう;attack;[1840, 1813];44;;vocab
13293;竣工;2.63;しゅんこう;completion of construction;[9999, 80];99;;vocab
13294;両論;2.63;りょうろん;both arguments;[1252, 1961];48;;vocab
13295;司教;2.63;しきょう;bishop;[2007, 1343];50;;vocab
13296;アレン;2.62;アレン;Allen;[];0;5;loanword
13297;坂道;2.62;さかみち;hill road;[780, 295];23;;vocab
13298;勝敗;2.62;しょうはい;victory or defeat;[1294, 353];32;;vocab
13299;縮める;2.62;ちぢめる;Shrink;[1434];36;;vocab
13300;野原;2.62;のはら;field;[1722, 142];41;;vocab
13301;感慨;2.62;かんがい;strong feelings;[662, 1595];38;;vocab
13302;無制限;2.62;むせいげん;Unlimited;[1913, 447, 1576];46;;vocab
13303;此処;2.62;ここ;here;[9999, 318];99;;vocab
13304;田植え;2.62;たうえ;rice planting;[14, 217];10;;vocab
13305;係員;2.62;かかりいん;official;[1493, 59];36;;vocab
13306;再考;2.62;さいこう;reconsideration;[1956, 1341];48;;vocab
13307;スコット;2.62;スコット;Scott;[];0;5;loanword
13308;拍車;2.62;はくしゃ;spur;[704, 304];23;;vocab
13309;いきさつ;2.62;いきさつ;Background;[];0;5;vocab
13310;インサイド;2.62;インサイド;Inside;[];0;5;loanword
13311;償う;2.62;つぐなう;compensate;[1060];27;;vocab
13312;パートナーシップ;2.62;パートナーシップ;partnership;[];0;5;loanword
13313;留;2.62;とめ;Tome;[1527];37;;vocab
13314;概算;2.62;がいさん;approximation;[1594, 1017];38;;vocab
13315;かお;2.62;かお;face;[];0;5;vocab
13316;奥行き;2.62;おくゆき;depth;[997, 938];26;;vocab
13317;キュート;2.62;キュート;cute;[];0;5;loanword
13318;大輔;2.62;だいすけ;Daisuke;[112, 9999];99;;vocab
13319;ダライ;2.62;ダライ;Dalai;[];0;5;loanword
13320;中西;2.62;なかにし;Nakanishi;[39, 1728];41;;vocab
13321;四方;2.62;しほう;every direction;[4, 529];19;;vocab
13322;人命;2.62;じんめい;life;[1023, 1502];37;;vocab
13323;振舞う;2.62;ふるまう;behave;[2167, 1912];55;;vocab
13324;集結;2.62;しゅうけつ;massing;[601, 1451];36;;vocab
13325;人身;2.62;じんしん;the human body;[1023, 1337];34;;vocab
13326;ロイター;2.62;ロイター;Reuters;[];0;5;loanword
13327;別物;2.62;べつもの;another thing;[94, 1129];29;;vocab
13328;遠距離;2.62;えんきょり;long distance;[429, 1375, 1605];39;;vocab
13329;のっとる;2.62;のっとる;Take over;[];0;5;vocab
13330;腹筋;2.62;ふっきん;sit-up;[503, 1012];26;;vocab
13331;林業;2.62;りんぎょう;forestry;[208, 1931];47;;vocab
13332;耕作;2.62;こうさく;cultivation;[1949, 1224];48;;vocab
13333;北上;2.62;ほくじょう;going north;[480, 50];18;;vocab
13334;起;2.62;おこし;Wake up;[565];21;;vocab
13335;テラ;2.62;テラ;Terra;[];0;5;loanword
13336;位置付け;2.62;いちづけ;Positioning;[1028, 895, 1075];27;;vocab
13337;現像;2.62;げんぞう;developing;[275, 2131];53;;vocab
13338;シイ;2.62;シイ;Shii;[];0;5;loanword
13339;用法;2.62;ようほう;directions;[1265, 813];31;;vocab
13340;論評;2.62;ろんぴょう;comment;[1961, 1599];48;;vocab
13341;クアラルンプール;2.61;クアラルンプール;kuala lumpur;[];0;5;loanword
13342;銃撃;2.61;じゅうげき;shooting;[824, 766];23;;vocab
13343;切に;2.61;せつに;Sincerely;[89];5;;vocab
13344;引き返す;2.61;ひきかえす;turn back;[1318, 782];33;;vocab
13345;汚職;2.61;おしょく;corruption;[1334, 887];33;;vocab
13346;台無し;2.61;だいなし;ruin;[805, 1913];46;;vocab
13347;異端;2.61;いたん;heresy;[1936, 1251];47;;vocab
13348;クイーン;2.61;クイーン;Queen;[];0;5;loanword
13349;脳死;2.61;のうし;brain death;[2084, 878];53;;vocab
13350;うんちく;2.61;うんちく;Trivia;[];0;5;vocab
13351;自白;2.61;じはく;confession;[36, 37];3;;vocab
13352;くわしい;2.61;くわしい;More details;[];0;5;vocab
13353;退治;2.61;たいじ;extermination;[1575, 807];38;;vocab
13354;引き寄せる;2.61;ひきよせる;Attract;[1318, 204];33;;vocab
13355;ラジ;2.61;ラジ;Raj;[];0;5;loanword
13356;大口;2.61;おおぐち;big mouth;[112, 11];7;;vocab
13357;名声;2.61;めいせい;fame;[117, 2044];51;;vocab
13358;コトバ;2.61;コトバ;Words;[];0;5;loanword
13359;仮面ライダー;2.61;かめんらいだー;Kamen Rider;[1039, 2039];51;;vocab
13360;宴;2.61;うたげ;Banquet;[203];9;;vocab
13361;求職;2.61;きゅうしょく;job hunting;[1004, 887];26;;vocab
13362;一安心;2.61;ひとあんしん;Relief;[1, 202, 639];22;;vocab
13363;親近;2.61;しんきん;a relative;[1621, 1210];39;;vocab
13364;右上;2.61;みぎじょう;right-upper;[82, 50];5;;vocab
13365;都知事;2.61;とちじ;Governor of Tokyo;[1989, 1308, 1240];49;;vocab
13366;永続;2.61;えいぞく;permanence;[139, 1445];36;;vocab
13367;ミック;2.61;ミック;Mick;[];0;5;loanword
13368;弾む;2.61;はずむ;bounce;[2081];53;;vocab
13369;軽快;2.61;けいかい;casual;[774, 1771];42;;vocab
13370;くだり;2.61;くだり;Down;[];0;5;vocab
13371;開館;2.61;かいかん;opening a hall for that day's business;[1750, 1589];42;;vocab
13372;和子;2.61;かずこ;son of a person of high social standing;[963, 99];26;;vocab
13373;えび;2.6;えび;shrimp;[];0;5;vocab
13374;新薬;2.6;しんやく;new medicine;[1619, 1873];45;;vocab
13375;内政;2.6;ないせい;municipal;[1095, 407];27;;vocab
13376;代名詞;2.6;だいめいし;pronouns;[1080, 117, 2009];50;;vocab
13377;復刻;2.6;ふっこく;reissue of a facsimile version;[940, 1639];39;;vocab
13378;若林;2.6;わかばやし;Wakabayashi;[237, 208];10;;vocab
13379;といふ;2.6;といふ;That is;[];0;5;vocab
13380;小切手;2.6;こぎって;check;[110, 89, 687];23;;vocab
13381;後進;2.6;こうしん;one's junior;[1479, 603];36;;vocab
13382;神戸大学;2.6;こうべだいがく;Kobe University;[1200, 1157, 112, 346];30;;vocab
13383;上原;2.6;うえはら;Uehara;[50, 142];8;;vocab
13384;分化;2.6;ぶんか;specialization;[844, 1083];27;;vocab
13385;ほっとく;2.6;ほっとく;Leave it alone;[];0;5;vocab
13386;特派;2.6;とくは;send specially;[261, 1999];50;;vocab
13387;テッド;2.6;テッド;Ted;[];0;5;loanword
13388;ストリーム;2.6;ストリーム;stream;[];0;5;loanword
13389;薪;2.6;たきぎ;firewood;[1620];39;;vocab
13390;ぼん;2.6;ぼん;Bon;[];0;5;vocab
13391;ぶす;2.6;ぶす;Ugly;[];0;5;vocab
13392;疎通;2.6;そつう;understanding;[1797, 1511];43;;vocab
13393;挙がる;2.6;あがる;be mentioned;[2088];53;;vocab
13394;防水;2.6;ぼうすい;waterproofing;[1399, 137];35;;vocab
13395;成就;2.6;じょうじゅ;fulfillment;[386, 2121];53;;vocab
13396;売り手;2.6;うりて;seller;[345, 687];23;;vocab
13397;浦;2.6;うら;Ura;[1980];49;;vocab
13398;アスキー;2.6;アスキー;ASCII;[];0;5;loanword
13399;一元;2.6;いちげん;unitary;[1, 63];4;;vocab
13400;融通;2.6;ゆうずう;lending;[1123, 1511];37;;vocab
13401;ジェリー;2.6;ジェリー;Jerry;[];0;5;loanword
13402;怯える;2.6;おびえる;be frightened;[9999];99;;vocab
13403;愛称;2.6;あいしょう;pet name;[796, 971];26;;vocab
13404;定め;2.6;さだめ;Decree;[408];17;;vocab
13405;インターンシップ;2.6;インターンシップ;Internship;[];0;5;loanword
13406;議案;2.6;ぎあん;legislative bill;[692, 227];23;;vocab
13407;察知;2.6;さっち;sense;[1184, 1308];33;;vocab
13408;音読;2.6;おんどく;reading aloud;[518, 372];19;;vocab
13409;山道;2.6;さんどう;mountain road;[830, 295];24;;vocab
13410;卑怯;2.6;ひきょう;cowardice;[1629, 9999];99;;vocab
13411;本案;2.6;ほんあん;this plan;[224, 227];10;;vocab
13412;内陸;2.6;ないりく;inland;[1095, 1631];39;;vocab
13413;金髪;2.59;きんぱつ;blond hair;[287, 2074];52;;vocab
13414;お嬢さん;2.59;おじょうさん;Young lady;[1650];39;;vocab
13415;夏場;2.59;なつば;summertime;[317, 584];21;;vocab
13416;諜報;2.59;ちょうほう;secret information;[9999, 1625];99;;vocab
13417;束縛;2.59;そくばく;restraint;[1793, 1476];43;;vocab
13418;後々;2.59;あとあと;distant future;[1479];36;;vocab
13419;漁船;2.59;ぎょせん;fishing boat;[184, 2019];50;;vocab
13420;付着;2.59;ふちゃく;sticking to;[1075, 594];27;;vocab
13421;田原;2.59;たはら;Tahara;[14, 142];8;;vocab
13422;皇;2.59;すめらぎ;Emperor;[279];12;;vocab
13423;人為;2.59;じんい;human work;[1023, 2067];52;;vocab
13424;賭け;2.59;かけ;bet;[1354];34;;vocab
13425;デイリー;2.59;デイリー;Daily;[];0;5;loanword
13426;図表;2.59;ずひょう;chart;[1264, 1666];40;;vocab
13427;原宿;2.59;はらじゅく;Harajuku;[142, 1070];27;;vocab
13428;田園;2.59;でんえん;country;[14, 629];22;;vocab
13429;便乗;2.59;びんじょう;taking advantage of a ride or an opportunity;[1066, 1709];40;;vocab
13430;双方向;2.59;そうほうこう;bidirectional;[753, 529, 195];23;;vocab
13431;先取り;2.59;さきどり;Preemptive;[263, 882];25;;vocab
13432;逃げ;2.59;にげ;Run away;[301];13;;vocab
13433;不運;2.59;ふうん;unlucky;[1302, 325];32;;vocab
13434;下請;2.59;したうけ;subcontract;[51, 1656];40;;vocab
13435;レフ;2.59;レフ;Lev;[];0;5;loanword
13436;対岸;2.59;たいがん;opposite shore;[1862, 1782];45;;vocab
13437;本心;2.59;ほんしん;true feelings;[224, 639];22;;vocab
13438;件名;2.58;けんめい;term;[1032, 117];27;;vocab
13439;口語;2.58;こうご;spoken language;[11, 371];15;;vocab
13440;伊丹;2.58;いたみ;Itami;[1245, 2196];56;;vocab
13441;吹き込む;2.58;ふきこむ;blow in;[506, 843];24;;vocab
13442;借家;2.58;しゃくや;house for rent;[1270, 580];32;;vocab
13443;えい;2.58;えい;ray;[];0;5;vocab
13444;絶品;2.58;ぜっぴん;superb piece of work;[1891, 23];45;;vocab
13445;タイムリー;2.58;タイムリー;Timely;[];0;5;loanword
13446;胴;2.58;どう;torso;[194];9;;vocab
13447;わな;2.58;わな;trap;[];0;5;vocab
13448;プロレタリア;2.58;プロレタリア;proletarian;[];0;5;loanword
13449;楽屋;2.58;がくや;dressing room;[1872, 1138];45;;vocab
13450;能動;2.58;のうどう;active;[2160, 1806];54;;vocab
13451;つかまる;2.58;つかまる;Catch;[];0;5;vocab
13452;佳;2.58;けい;Good;[1044];27;;vocab
13453;包囲;2.58;ほうい;siege;[569, 1948];48;;vocab
13454;可笑しい;2.58;おかしい;funny;[97, 1008];26;;vocab
13455;センタ;2.58;センタ;center;[];0;5;loanword
13456;一人前;2.58;いちにんまえ;one person;[1, 1023, 309];27;;vocab
13457;コントラスト;2.58;コントラスト;contrast;[];0;5;loanword
13458;怪しげ;2.58;あやしげ;Suspicious;[773];23;;vocab
13459;挙式;2.58;きょしき;holding a ceremony;[2088, 377];53;;vocab
13460;援護;2.58;えんご;covering;[2101, 756];53;;vocab
13461;落選;2.58;らくせん;election loss;[320, 1944];47;;vocab
13462;華人;2.58;かじん;Chinese;[1704, 1023];40;;vocab
13463;空襲;2.58;くうしゅう;air-raid;[1414, 2181];55;;vocab
13464;公言;2.58;こうげん;declaration;[847, 357];24;;vocab
13465;いとう;2.58;いとう;Ito;[];0;5;vocab
13466;次いで;2.58;ついで;Next;[510];18;;vocab
13467;前衛;2.58;ぜんえい;advance guard;[309, 1775];42;;vocab
13468;惑わす;2.58;まどわす;confuse;[661];22;;vocab
13469;扱える;2.58;あつかえる;Can be handled;[745];23;;vocab
13470;一因;2.58;いちいん;cause;[1, 626];22;;vocab
13471;用心;2.57;ようじん;care;[1265, 639];31;;vocab
13472;生き抜く;2.57;いきぬく;survive;[1675, 761];40;;vocab
13473;利率;2.57;りりつ;interest rate;[972, 1874];45;;vocab
13474;これだけ;2.57;これだけ;That's all;[];0;5;vocab
13475;赤色;2.57;あかいろ;red;[1880, 1890];45;;vocab
13476;器官;2.57;きかん;organ;[127, 1363];34;;vocab
13477;お粗末;2.57;おそまつ;Poor;[1915, 231];47;;vocab
13478;長岡;2.57;ながおか;Nagaoka;[2070, 2112];53;;vocab
13479;兵力;2.57;へいりょく;military force;[1429, 922];35;;vocab
13480;天地;2.57;てんち;heaven and earth;[457, 554];21;;vocab
13481;有価;2.57;ゆうか;valuable;[83, 1729];41;;vocab
13482;マフィア;2.57;マフィア;mafia;[];0;5;loanword
13483;応急;2.57;おうきゅう;emergency;[653, 1229];31;;vocab
13484;武藤;2.57;むとう;Muto;[403, 1295];32;;vocab
13485;性欲;2.57;せいよく;sexual desire;[1679, 855];40;;vocab
13486;姪;2.57;めい;niece;[9999];99;;vocab
13487;たのしい;2.57;たのしい;fun;[];0;5;vocab
13488;元素;2.57;げんそ;chemical element;[63, 1652];40;;vocab
13489;表象;2.57;ひょうしょう;symbol;[1666, 2130];53;;vocab
13490;延べ;2.57;のべ;total;[419];17;;vocab
13491;ねずみ;2.57;ねずみ;Mouse;[];0;5;vocab
13492;非公式;2.56;ひこうしき;informal;[1760, 847, 377];42;;vocab
13493;ドンドン;2.56;ドンドン;Don Don;[];0;5;loanword
13494;動き回る;2.56;うごきまわる;Move around;[1806, 630];43;;vocab
13495;寅;2.56;とら;tiger;[2162];55;;vocab
13496;武蔵野;2.56;むさしの;Musashino;[403, 913, 1722];41;;vocab
13497;イヌ;2.56;イヌ;Dog;[];0;5;loanword
13498;愛しい;2.56;いとしい;Dear;[796];23;;vocab
13499;召集;2.56;しょうしゅう;convening;[90, 601];21;;vocab
13500;最古;2.56;さいこ;the oldest;[884, 16];25;;vocab
13501;管内;2.56;かんない;within the jurisdiction of;[1365, 1095];34;;vocab
13502;王室;2.56;おうしつ;royal family;[271, 816];23;;vocab
13503;トウモロコシ;2.56;トウモロコシ;corn;[];0;5;loanword
13504;販促;2.56;はんそく;sales promotion;[783, 1373];34;;vocab
13505;お便り;2.56;おたより;Letter;[1066];27;;vocab
13506;直ぐ;2.56;すぐ;immediately;[77];5;;vocab
13507;賀;2.56;が;ga;[933];25;;vocab
13508;片付け;2.56;かたづけ;Tidying up;[1297, 1075];32;;vocab
13509;揃い;2.56;そろい;Matching;[9999];99;;vocab
13510;取り合う;2.56;とりあう;compete for;[882, 269];25;;vocab
13511;アフター;2.56;アフター;After;[];0;5;loanword
13512;バード;2.56;バード;Bird;[];0;5;loanword
13513;画一;2.56;かくいつ;uniformity;[1254, 1];31;;vocab
13514;挙動;2.56;きょどう;conduct;[2088, 1806];53;;vocab
13515;艦長;2.56;かんちょう;captain;[2020, 2070];52;;vocab
13516;直し;2.56;なおし;Fix;[77];5;;vocab
13517;ハイブリッド;2.56;ハイブリッド;hybrid;[];0;5;loanword
13518;渡し;2.56;わたし;Passing;[1279];32;;vocab
13519;大通り;2.56;おおどおり;Main Street;[112, 1511];37;;vocab
13520;豪州;2.56;ごうしゅう;Australia;[582, 135];21;;vocab
13521;没収;2.56;ぼっしゅう;forfeiture;[763, 1628];39;;vocab
13522;日本テレビ;2.56;にほんてれび;Nippon Television;[12, 224];10;;vocab
13523;双;2.56;そう;twin;[753];23;;vocab
13524;マーティン;2.56;マーティン;Martin;[];0;5;loanword
13525;ハチ;2.56;ハチ;bee;[];0;5;loanword
13526;加味;2.56;かみ;seasoning;[932, 233];25;;vocab
13527;横行;2.56;おうこう;walking sideways;[1888, 938];45;;vocab
13528;誇張;2.56;こちょう;exaggeration;[1332, 2071];52;;vocab
13529;頒布;2.56;はんぷ;distribution;[846, 433];24;;vocab
13530;初演;2.56;しょえん;first performance;[431, 2163];55;;vocab
13531;系譜;2.56;けいふ;genealogy;[1492, 1926];47;;vocab
13532;問答;2.56;もんどう;questions and answers;[1744, 1018];42;;vocab
13533;マイペース;2.56;マイペース;My own pace;[];0;5;loanword
13534;円形;2.56;えんけい;round shape;[1952, 1847];48;;vocab
13535;書き直す;2.56;かきなおす;Rewrite;[349, 77];15;;vocab
13536;ことわざ;2.56;ことわざ;proverb;[];0;5;vocab
13537;しがみつく;2.56;しがみつく;cling;[];0;5;vocab
13538;優勢;2.55;ゆうせい;superiority;[1068, 1633];39;;vocab
13539;古く;2.55;ふるく;Old;[16];2;;vocab
13540;レーン;2.55;レーン;lane;[];0;5;loanword
13541;竹田;2.55;たけだ;Takeda;[1007, 14];26;;vocab
13542;ユネスコ;2.55;ユネスコ;UNESCO;[];0;5;loanword
13543;あそぶ;2.55;あそぶ;Play;[];0;5;vocab
13544;ハンセン病;2.55;はんせんびょう;Leprosy;[1813];44;;vocab
13545;菊池;2.55;きくち;Kikuchi;[996, 555];26;;vocab
13546;ふらふら;2.55;ふらふら;Unsteady;[];0;5;vocab
13547;伯爵;2.55;はくしゃく;count;[1041, 1573];38;;vocab
13548;内職;2.55;ないしょく;side job;[1095, 887];27;;vocab
13549;要塞;2.55;ようさい;fort;[1730, 1646];41;;vocab
13550;所蔵;2.55;しょぞう;possession;[1208, 913];31;;vocab
13551;立ち会う;2.55;たちあう;witness;[462, 814];23;;vocab
13552;年頃;2.55;としごろ;approximate age;[1114, 479];28;;vocab
13553;足首;2.55;あしくび;ankle;[1372, 74];34;;vocab
13554;上告;2.55;じょうこく;final appeal to the highest court;[50, 262];11;;vocab
13555;農林水産省;2.55;のうりんすいさんしょう;Ministry of Agriculture, Forestry and Fisheries;[2170, 208, 137, 1681, 131];55;;vocab
13556;ハンカチ;2.55;ハンカチ;handkerchief;[];0;5;loanword
13557;亀田;2.55;かめだ;Kameda;[573, 14];21;;vocab
13558;通り抜ける;2.55;とおりぬける;Go through;[1511, 761];37;;vocab
13559;を以て;2.55;をもって;With this;[1105];28;;vocab
